concept:sportsleague:mls	concept:superpartoforganization	concept:sportsteam:chicago_bulls	0.168
concept:sportsleague:mls	concept:leagueteams	concept:sportsteam:chicago_bulls	0.152
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:chicago_bulls	0.121
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:chicago_bulls	0.101
concept:sportsleague:mls	concept:superpartoforganization	concept:sportsteam:fc_dallas	0.56
concept:sportsleague:mls	concept:superpartoforganization	concept:sportsteam:d_c__united	0.514
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:d_c__united	0.369
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:d_c__united	0.28
concept:sportsleague:mls	concept:superpartoforganization	concept:sportsteam:los_angeles_galaxy	0.118
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:los_angeles_galaxy	0.09
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:los_angeles_galaxy	0.28
concept:sportsleague:mls	concept:superpartoforganization	concept:sportsteam:crew	0.118
concept:sportsleague:mls	concept:leagueteams	concept:sportsteam:crew	0.351
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:crew	0.09
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:crew	0.149
concept:sportsleague:mls	concept:superpartoforganization	concept:sportsteam:red_sox	0.448
concept:sportsleague:mls	concept:leagueteams	concept:sportsteam:red_sox	0.391
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:red_sox	0.322
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:red_sox	0.244
concept:sportsleague:mls	concept:superpartoforganization	concept:sportsteam:new_england_patriots	0.173
concept:sportsleague:mls	concept:leagueteams	concept:sportsteam:new_england_patriots	0.409
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:new_england_patriots	0.132
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:new_england_patriots	0.149
concept:sportsleague:mls	concept:superpartoforganization	concept:sportsteam:bolton_wanderers	0.273
concept:sportsleague:mls	concept:leagueteams	concept:sportsteam:bolton_wanderers	0.238
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:bolton_wanderers	0.196
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:bolton_wanderers	0.149
concept:sportsleague:mls	concept:superpartoforganization	concept:sportsteam:philadelphia_athletics	0.173
concept:sportsleague:mls	concept:leagueteams	concept:sportsteam:philadelphia_athletics	0.409
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:philadelphia_athletics	0.132
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:philadelphia_athletics	0.149
concept:sportsleague:mls	concept:superpartoforganization	concept:sportsteam:arizona_diamond_backs	0.273
concept:sportsleague:mls	concept:leagueteams	concept:sportsteam:arizona_diamond_backs	0.238
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:arizona_diamond_backs	0.196
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:arizona_diamond_backs	0.149
concept:sportsleague:mls	concept:leagueteams	concept:sportsteam:houston_dynamo	0.179
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:houston_dynamo	0.09
concept:sportsleague:mls	concept:superpartoforganization	concept:governmentorganization:fire	0.147
concept:sportsleague:mls	concept:superpartof	concept:governmentorganization:fire	0.112
concept:sportsleague:mls	concept:leagueteams	concept:governmentorganization:fire	0.172
concept:sportsleague:mls	concept:agentcontrols	concept:governmentorganization:fire	0.165
concept:sportsleague:mls	concept:superpartoforganization	concept:sportsleague:rsl	0.254
concept:sportsleague:mls	concept:superpartof	concept:sportsleague:rsl	0.199
concept:sportsleague:mls	concept:leagueteams	concept:sportsleague:rsl	0.179
concept:sportsleague:mls	concept:agentcontrols	concept:sportsleague:rsl	0.172
concept:sportsleague:mls	concept:superpartoforganization	concept:county:columbus	0.254
concept:sportsleague:mls	concept:superpartof	concept:county:columbus	0.199
concept:sportsleague:mls	concept:leagueteams	concept:county:columbus	0.179
concept:sportsleague:mls	concept:agentcontrols	concept:county:columbus	0.172
concept:sportsleague:mls	concept:superpartoforganization	concept:website:galaxy	0.118
concept:sportsleague:mls	concept:superpartof	concept:website:galaxy	0.09
concept:sportsleague:mls	concept:leagueteams	concept:website:galaxy	0.179
concept:sportsleague:mls	concept:agentcontrols	concept:website:galaxy	0.172
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:colorado_rapids	0.302
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:colorado_rapids	0.137
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:columbus_crew	0.164
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:columbus_crew	0.101
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:real_salt_lake	0.09
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:new_england_revolution	0.179
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:new_england_revolution	0.146
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:red_bulls	0.09
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:red_bulls	0.101
concept:sportsleague:mls	concept:superpartof	concept:sportsteam:san_jose_earthquakes	0.09
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:san_jose_earthquakes	0.289
concept:sportsleague:mls	concept:agentcontrols	concept:sportsteam:chicago_fire	0.149
concept:sportsleague:nhl	concept:superpartoforganization	concept:sportsteam:carolina_hurricanes_live_online	0.535
concept:sportsleague:nhl	concept:leagueteams	concept:sportsteam:carolina_hurricanes_live_online	0.484
concept:sportsleague:nhl	concept:superpartoforganization	concept:sportsteam:nashville_predators	0.356
concept:sportsleague:nhl	concept:superpartof	concept:sportsteam:nashville_predators	0.302
concept:sportsleague:nhl	concept:superpartoforganization	concept:sportsteam:seattle_seahawks_21_10	0.474
concept:sportsleague:nhl	concept:leagueteams	concept:sportsteam:seattle_seahawks_21_10	0.429
concept:sportsleague:nhl	concept:superpartof	concept:sportsteam:seattle_seahawks_21_10	0.343
concept:sportsleague:nhl	concept:agentcontrols	concept:sportsteam:seattle_seahawks_21_10	0.34
concept:sportsleague:nhl	concept:superpartoforganization	concept:sportsteam:diamondbacks	0.156
concept:sportsleague:nhl	concept:leagueteams	concept:sportsteam:diamondbacks	0.179
concept:sportsleague:nhl	concept:superpartof	concept:sportsteam:diamondbacks	0.132
concept:sportsleague:nhl	concept:agentcontrols	concept:sportsteam:diamondbacks	0.292
concept:sportsleague:nhl	concept:superpartoforganization	concept:sportsteam:seattle_mariners	0.565
concept:sportsleague:nhl	concept:leagueteams	concept:sportsteam:seattle_mariners	0.511
concept:sportsleague:nhl	concept:superpartof	concept:sportsteam:seattle_mariners	0.408
concept:sportsleague:nhl	concept:agentcontrols	concept:sportsteam:seattle_mariners	0.339
concept:sportsleague:nhl	concept:superpartoforganization	concept:sportsteam:indians	0.565
concept:sportsleague:nhl	concept:leagueteams	concept:sportsteam:indians	0.511
concept:sportsleague:nhl	concept:superpartof	concept:sportsteam:indians	0.408
concept:sportsleague:nhl	concept:agentcontrols	concept:sportsteam:indians	0.34
concept:sportsleague:nhl	concept:superpartoforganization	concept:sportsteam:oakland_raiders	0.545
concept:sportsleague:nhl	concept:leagueteams	concept:sportsteam:oakland_raiders	0.493
concept:sportsleague:nhl	concept:superpartof	concept:sportsteam:oakland_raiders	0.394
concept:sportsleague:nhl	concept:agentcontrols	concept:sportsteam:oakland_raiders	0.328
concept:sportsleague:nhl	concept:superpartoforganization	concept:sportsteam:houston_texans	0.485
concept:sportsleague:nhl	concept:leagueteams	concept:sportsteam:houston_texans	0.439
concept:sportsleague:nhl	concept:superpartof	concept:sportsteam:houston_texans	0.351
concept:sportsleague:nhl	concept:agentcontrols	concept:sportsteam:houston_texans	0.292
concept:sportsleague:nhl	concept:superpartoforganization	concept:organization:tampa_bay_devil_rays	0.545
concept:sportsleague:nhl	concept:leagueteams	concept:organization:tampa_bay_devil_rays	0.493
concept:sportsleague:nhl	concept:superpartof	concept:organization:tampa_bay_devil_rays	0.394
concept:sportsleague:nhl	concept:agentcontrols	concept:organization:tampa_bay_devil_rays	0.328
concept:sportsleague:nhl	concept:superpartoforganization	concept:sportsteam:tampa_bay_storm	0.358
concept:sportsleague:nhl	concept:leagueteams	concept:sportsteam:tampa_bay_storm	0.409
concept:sportsleague:nhl	concept:superpartof	concept:sportsteam:tampa_bay_storm	0.302
concept:sportsleague:nhl	concept:agentcontrols	concept:sportsteam:tampa_bay_storm	0.34
concept:sportsleague:nhl	concept:superpartoforganization	concept:sportsteam:tampa_bay_bucs	0.545
concept:sportsleague:nhl	concept:leagueteams	concept:sportsteam:tampa_bay_bucs	0.493
concept:sportsleague:nhl	concept:superpartof	concept:sportsteam:tampa_bay_bucs	0.394
concept:sportsleague:nhl	concept:agentcontrols	concept:sportsteam:tampa_bay_bucs	0.292
concept:sportsleague:nhl	concept:superpartoforganization	concept:sportsteam:houston_astros	0.545
concept:sportsleague:nhl	concept:leagueteams	concept:sportsteam:houston_astros	0.493
concept:sportsleague:nhl	concept:superpartof	concept:sportsteam:houston_astros	0.394
concept:sportsleague:nhl	concept:agentcontrols	concept:sportsteam:houston_astros	0.328
concept:sportsleague:nhl	concept:superpartoforganization	concept:sportsteam:white_sox	0.565
concept:sportsleague:nhl	concept:leagueteams	concept:sportsteam:white_sox	0.511
concept:sportsleague:nhl	concept:superpartof	concept:sportsteam:white_sox	0.408
concept:sportsleague:nhl	concept:agentcontrols	concept:sportsteam:white_sox	0.34
concept:sportsleague:nhl	concept:superpartoforganization	concept:sportsteam:chicago_cardinals	0.156
concept:sportsleague:nhl	concept:leagueteams	concept:sportsteam:chicago_cardinals	0.179
concept:sportsleague:nhl	concept:superpartof	concept:sportsteam:chicago_cardinals	0.132
concept:sportsleague:nhl	concept:agentcontrols	concept:sportsteam:chicago_cardinals	0.292
concept:sportsleague:nhl	concept:superpartoforganization	concept:sportsteam:eagles	0.485
concept:sportsleague:nhl	concept:leagueteams	concept:sportsteam:eagles	0.439
concept:sportsleague:nhl	concept:superpartof	concept:sportsteam:eagles	0.351
concept:sportsleague:nhl	concept:agentcontrols	concept:sportsteam:eagles	0.292
