E841272	1
E728971	1
E746400	1
E544027	1
E138851	1
E978843	1
E190177	1
E138259	1
E577092	1
E364827	1
E998899	1
E497343	1
E801553	1
E646598	1
E551437	1
E559841	1
E679119	1
E980300	1
E967609	1
E840715	1
E254695	1
E788270	1
E465344	1
E223187	1
E134974	1
E679931	1
E481902	1
E109303	1
E946617	1
E689209	1
E585517	1
E987829	1
E210684	1
E476395	1
E226294	1
E433827	1
E263126	1
E110688	1
E490642	1
E663606	1
E290812	1
E247998	1
E678974	1
E008588	1
E237290	1
E547068	1
E935924	1
E689262	1
E746469	1
E130473	1
E823562	1
E161248	1
E862227	1
E196647	1
E004407	1
E088770	1
E881106	1
E759912	1
E158259	1
E150654	1
E131350	1
E222808	1
E346751	1
E770929	1
E002271	1
E207413	1
E452507	1
E171341	1
E457135	1
E579023	1
E524595	1
E939725	1
E111560	1
E131144	1
E647796	1
E846176	1
E502744	1
E673236	1
E557557	1
E840206	1
E319163	1
E616655	1
E571886	1
E652630	1
E268248	1
E117903	1
E873986	1
E867220	1
E137869	1
E798013	1
E878743	1
E023864	1
E192656	1
E074593	1
E926842	1
E184155	1
E156107	1
E925824	1
E675446	1
E709879	1
E929388	1
E668556	1
E534045	1
E289727	1
E362433	1
E262288	1
E748046	1
E393285	1
E229818	1
E998508	1
E082935	1
E883825	1
E730260	1
E234492	1
E930554	1
E003478	1
E618252	1
E369520	1
E509066	1
E220658	1
E905750	1
E387857	1
E047706	1
E164531	1
E330673	1
E747924	1
E940997	1
E883527	1
E219757	1
E872717	1
E130119	1
E665045	1
E517095	1
E582655	1
E466493	1
E130967	1
E354997	1
E229744	1
E866166	1
E221200	1
E305487	1
E158924	1
E536727	1
E513941	1
E161222	1
E386799	1
E274188	1
E440557	1
E822632	1
E479606	1
E184306	1
E379795	1
E516915	1
E000263	1
E198024	1
E810836	1
E964233	1
E758414	1
E628832	1
E998174	1
E954262	1
E273109	1
E406674	1
E158775	1
E474099	1
E713162	1
E913475	1
E423955	1
E176254	1
E475633	1
E968717	1
E030171	1
E860669	1
E869677	1
E263463	1
E132502	1
E586561	1
E434979	1
E320441	1
E500268	1
E780166	1
E265263	1
E423858	1
E505242	1
E769309	1
E766845	1
E253418	1
E093750	1
E989046	1
E769768	1
E765991	1
E759617	1
E102090	1
E507475	1
E766514	1
E006600	1
E368982	1
E757023	1
E167798	1
E020128	1
E813533	1
E025870	1
E472369	1
E771082	1
E168047	1
E757342	1
E613925	1
E565637	1
E030205	1
E069035	1
E749874	1
E149357	1
E847549	1
E214746	1
E442126	1
E401405	1
E750293	1
E974303	1
E111821	1
E657982	1
E022814	1
E278272	1
E010921	1
E051014	1
E993860	1
E183744	1
E286481	1
E629524	1
E339755	1
E471948	1
E596498	1
E591370	1
E403071	1
E468366	1
E983354	1
E829584	1
E367401	1
E948916	1
E982300	1
E018591	1
E772943	1
E866149	1
E607035	1
E277722	1
E053864	1
E964882	1
E136295	1
E771789	1
E610496	1
E912321	1
E963261	1
E732953	1
E932932	1
E734553	1
E051440	1
E173963	1
E954597	1
E015429	1
E160102	1
E502209	1
E881380	1
E939327	1
E163941	1
E809516	1
E965697	1
E905307	1
E329061	1
E467636	1
E391065	1
E327530	1
E243677	1
E545302	1
E896432	1
E625344	1
E949484	1
E195505	1
E861260	1
E542139	1
E720739	1
E025622	1
E270761	1
E638146	1
E374303	1
E856644	1
E552162	1
E506413	1
E858008	1
E201757	1
E785924	1
E899826	1
E690896	1
E071127	1
E953090	1
E247091	1
E786031	1
E349323	1
E460564	1
E260248	1
E051284	1
E254638	1
E382077	1
E348977	1
E635891	1
E409973	1
E533736	1
E413305	1
E371898	1
E108130	1
E384114	1
E497243	1
E118559	1
E884950	1
E425067	1
E999111	1
E547516	1
E096881	1
E937929	1
E044238	1
E491353	1
E598313	1
E959960	1
E860254	1
E834633	1
E785140	1
E025791	1
E790628	1
E225831	1
E949105	1
E386515	1
E947108	1
E260994	1
E668575	1
E582776	1
E910165	1
E335828	1
E791775	1
E863535	1
E821341	1
E918386	1
E819386	1
E539008	1
E980398	1
E827118	1
E469916	1
E555639	1
E671652	1
E589773	1
E126029	1
E600314	1
E562555	1
E531465	1
E899858	1
E066796	1
E125998	1
E469046	1
E698335	1
E067279	1
E172827	1
E685533	1
E950489	1
E902736	1
E114662	1
E147998	1
E477391	1
E206824	1
E928212	1
E982885	1
E125724	1
E563698	1
E031601	1
E836911	1
E071547	1
E532111	1
E927227	1
E272044	1
E157991	1
E330076	1
E317736	1
E110314	1
E158897	1
E157347	1
E900690	1
E331889	1
E280353	1
E457864	1
E449094	1
E195908	1
E970076	1
E079306	1
E118831	1
E343335	1
